,0
0,/Users/georgetzanetakis/data/sound/genres/pop/pop.00027.wav
1,/Users/georgetzanetakis/data/sound/genres/pop/pop.00033.wav
2,/Users/georgetzanetakis/data/sound/genres/pop/pop.00032.wav
3,/Users/georgetzanetakis/data/sound/genres/pop/pop.00026.wav
4,/Users/georgetzanetakis/data/sound/genres/pop/pop.00030.wav
5,/Users/georgetzanetakis/data/sound/genres/pop/pop.00024.wav
6,/Users/georgetzanetakis/data/sound/genres/pop/pop.00018.wav
7,/Users/georgetzanetakis/data/sound/genres/pop/pop.00019.wav
8,/Users/georgetzanetakis/data/sound/genres/pop/pop.00025.wav
9,/Users/georgetzanetakis/data/sound/genres/pop/pop.00031.wav
10,/Users/georgetzanetakis/data/sound/genres/pop/pop.00009.wav
11,/Users/georgetzanetakis/data/sound/genres/pop/pop.00035.wav
12,/Users/georgetzanetakis/data/sound/genres/pop/pop.00021.wav
13,/Users/georgetzanetakis/data/sound/genres/pop/pop.00020.wav
14,/Users/georgetzanetakis/data/sound/genres/pop/pop.00034.wav
15,/Users/georgetzanetakis/data/sound/genres/pop/pop.00008.wav
16,/Users/georgetzanetakis/data/sound/genres/pop/pop.00022.wav
17,/Users/georgetzanetakis/data/sound/genres/pop/pop.00036.wav
18,/Users/georgetzanetakis/data/sound/genres/pop/pop.00037.wav
19,/Users/georgetzanetakis/data/sound/genres/pop/pop.00023.wav
20,/Users/georgetzanetakis/data/sound/genres/pop/pop.00044.wav
21,/Users/georgetzanetakis/data/sound/genres/pop/pop.00050.wav
22,/Users/georgetzanetakis/data/sound/genres/pop/pop.00078.wav
23,/Users/georgetzanetakis/data/sound/genres/pop/pop.00087.wav
24,/Users/georgetzanetakis/data/sound/genres/pop/pop.00093.wav
25,/Users/georgetzanetakis/data/sound/genres/pop/pop.00092.wav
26,/Users/georgetzanetakis/data/sound/genres/pop/pop.00086.wav
27,/Users/georgetzanetakis/data/sound/genres/pop/pop.00079.wav
28,/Users/georgetzanetakis/data/sound/genres/pop/pop.00051.wav
29,/Users/georgetzanetakis/data/sound/genres/pop/pop.00045.wav
30,/Users/georgetzanetakis/data/sound/genres/pop/pop.00053.wav
31,/Users/georgetzanetakis/data/sound/genres/pop/pop.00047.wav
32,/Users/georgetzanetakis/data/sound/genres/pop/pop.00090.wav
33,/Users/georgetzanetakis/data/sound/genres/pop/pop.00084.wav
34,/Users/georgetzanetakis/data/sound/genres/pop/pop.00085.wav
35,/Users/georgetzanetakis/data/sound/genres/pop/pop.00091.wav
36,/Users/georgetzanetakis/data/sound/genres/pop/pop.00046.wav
37,/Users/georgetzanetakis/data/sound/genres/pop/pop.00052.wav
38,/Users/georgetzanetakis/data/sound/genres/pop/pop.00056.wav
39,/Users/georgetzanetakis/data/sound/genres/pop/pop.00042.wav
40,/Users/georgetzanetakis/data/sound/genres/pop/pop.00095.wav
41,/Users/georgetzanetakis/data/sound/genres/pop/pop.00081.wav
42,/Users/georgetzanetakis/data/sound/genres/pop/pop.00080.wav
43,/Users/georgetzanetakis/data/sound/genres/pop/pop.00094.wav
44,/Users/georgetzanetakis/data/sound/genres/pop/pop.00043.wav
45,/Users/georgetzanetakis/data/sound/genres/pop/pop.00057.wav
46,/Users/georgetzanetakis/data/sound/genres/pop/pop.00069.wav
47,/Users/georgetzanetakis/data/sound/genres/pop/pop.00041.wav
48,/Users/georgetzanetakis/data/sound/genres/pop/pop.00055.wav
49,/Users/georgetzanetakis/data/sound/genres/pop/pop.00082.wav
50,/Users/georgetzanetakis/data/sound/genres/pop/pop.00096.wav
51,/Users/georgetzanetakis/data/sound/genres/pop/pop.00097.wav
52,/Users/georgetzanetakis/data/sound/genres/pop/pop.00083.wav
53,/Users/georgetzanetakis/data/sound/genres/pop/pop.00054.wav
54,/Users/georgetzanetakis/data/sound/genres/pop/pop.00040.wav
55,/Users/georgetzanetakis/data/sound/genres/pop/pop.00068.wav
56,/Users/georgetzanetakis/data/sound/genres/pop/pop.00065.wav
57,/Users/georgetzanetakis/data/sound/genres/pop/pop.00071.wav
58,/Users/georgetzanetakis/data/sound/genres/pop/pop.00059.wav
59,/Users/georgetzanetakis/data/sound/genres/pop/pop.00058.wav
60,/Users/georgetzanetakis/data/sound/genres/pop/pop.00070.wav
61,/Users/georgetzanetakis/data/sound/genres/pop/pop.00064.wav
62,/Users/georgetzanetakis/data/sound/genres/pop/pop.00072.wav
63,/Users/georgetzanetakis/data/sound/genres/pop/pop.00066.wav
64,/Users/georgetzanetakis/data/sound/genres/pop/pop.00099.wav
65,/Users/georgetzanetakis/data/sound/genres/pop/pop.00098.wav
66,/Users/georgetzanetakis/data/sound/genres/pop/pop.00067.wav
67,/Users/georgetzanetakis/data/sound/genres/pop/pop.00073.wav
68,/Users/georgetzanetakis/data/sound/genres/pop/pop.00077.wav
69,/Users/georgetzanetakis/data/sound/genres/pop/pop.00063.wav
70,/Users/georgetzanetakis/data/sound/genres/pop/pop.00088.wav
71,/Users/georgetzanetakis/data/sound/genres/pop/pop.00089.wav
72,/Users/georgetzanetakis/data/sound/genres/pop/pop.00062.wav
73,/Users/georgetzanetakis/data/sound/genres/pop/pop.00076.wav
74,/Users/georgetzanetakis/data/sound/genres/pop/pop.00048.wav
75,/Users/georgetzanetakis/data/sound/genres/pop/pop.00060.wav
76,/Users/georgetzanetakis/data/sound/genres/pop/pop.00074.wav
77,/Users/georgetzanetakis/data/sound/genres/pop/pop.00075.wav
78,/Users/georgetzanetakis/data/sound/genres/pop/pop.00061.wav
79,/Users/georgetzanetakis/data/sound/genres/pop/pop.00049.wav
80,/Users/georgetzanetakis/data/sound/genres/pop/pop.00006.wav
81,/Users/georgetzanetakis/data/sound/genres/pop/pop.00012.wav
82,/Users/georgetzanetakis/data/sound/genres/pop/pop.00013.wav
83,/Users/georgetzanetakis/data/sound/genres/pop/pop.00007.wav
84,/Users/georgetzanetakis/data/sound/genres/pop/pop.00011.wav
85,/Users/georgetzanetakis/data/sound/genres/pop/pop.00005.wav
86,/Users/georgetzanetakis/data/sound/genres/pop/pop.00039.wav
87,/Users/georgetzanetakis/data/sound/genres/pop/pop.00038.wav
88,/Users/georgetzanetakis/data/sound/genres/pop/pop.00004.wav
89,/Users/georgetzanetakis/data/sound/genres/pop/pop.00010.wav
90,/Users/georgetzanetakis/data/sound/genres/pop/pop.00028.wav
91,/Users/georgetzanetakis/data/sound/genres/pop/pop.00014.wav
92,/Users/georgetzanetakis/data/sound/genres/pop/pop.00000.wav
93,/Users/georgetzanetakis/data/sound/genres/pop/pop.00001.wav
94,/Users/georgetzanetakis/data/sound/genres/pop/pop.00015.wav
95,/Users/georgetzanetakis/data/sound/genres/pop/pop.00029.wav
96,/Users/georgetzanetakis/data/sound/genres/pop/pop.00003.wav
97,/Users/georgetzanetakis/data/sound/genres/pop/pop.00017.wav
98,/Users/georgetzanetakis/data/sound/genres/pop/pop.00016.wav
99,/Users/georgetzanetakis/data/sound/genres/pop/pop.00002.wav
100,/Users/georgetzanetakis/data/sound/genres/metal/metal.00022.wav
101,/Users/georgetzanetakis/data/sound/genres/metal/metal.00036.wav
102,/Users/georgetzanetakis/data/sound/genres/metal/metal.00037.wav
103,/Users/georgetzanetakis/data/sound/genres/metal/metal.00023.wav
104,/Users/georgetzanetakis/data/sound/genres/metal/metal.00009.wav
105,/Users/georgetzanetakis/data/sound/genres/metal/metal.00035.wav
106,/Users/georgetzanetakis/data/sound/genres/metal/metal.00021.wav
107,/Users/georgetzanetakis/data/sound/genres/metal/metal.00020.wav
108,/Users/georgetzanetakis/data/sound/genres/metal/metal.00034.wav
109,/Users/georgetzanetakis/data/sound/genres/metal/metal.00008.wav
110,/Users/georgetzanetakis/data/sound/genres/metal/metal.00030.wav
111,/Users/georgetzanetakis/data/sound/genres/metal/metal.00024.wav
112,/Users/georgetzanetakis/data/sound/genres/metal/metal.00018.wav
113,/Users/georgetzanetakis/data/sound/genres/metal/metal.00019.wav
114,/Users/georgetzanetakis/data/sound/genres/metal/metal.00025.wav
115,/Users/georgetzanetakis/data/sound/genres/metal/metal.00031.wav
116,/Users/georgetzanetakis/data/sound/genres/metal/metal.00027.wav
117,/Users/georgetzanetakis/data/sound/genres/metal/metal.00033.wav
118,/Users/georgetzanetakis/data/sound/genres/metal/metal.00032.wav
119,/Users/georgetzanetakis/data/sound/genres/metal/metal.00026.wav
120,/Users/georgetzanetakis/data/sound/genres/metal/metal.00082.wav
121,/Users/georgetzanetakis/data/sound/genres/metal/metal.00096.wav
122,/Users/georgetzanetakis/data/sound/genres/metal/metal.00069.wav
123,/Users/georgetzanetakis/data/sound/genres/metal/metal.00041.wav
124,/Users/georgetzanetakis/data/sound/genres/metal/metal.00055.wav
125,/Users/georgetzanetakis/data/sound/genres/metal/metal.00054.wav
126,/Users/georgetzanetakis/data/sound/genres/metal/metal.00040.wav
127,/Users/georgetzanetakis/data/sound/genres/metal/metal.00068.wav
128,/Users/georgetzanetakis/data/sound/genres/metal/metal.00097.wav
129,/Users/georgetzanetakis/data/sound/genres/metal/metal.00083.wav
130,/Users/georgetzanetakis/data/sound/genres/metal/metal.00095.wav
131,/Users/georgetzanetakis/data/sound/genres/metal/metal.00081.wav
132,/Users/georgetzanetakis/data/sound/genres/metal/metal.00056.wav
133,/Users/georgetzanetakis/data/sound/genres/metal/metal.00042.wav
134,/Users/georgetzanetakis/data/sound/genres/metal/metal.00043.wav
135,/Users/georgetzanetakis/data/sound/genres/metal/metal.00057.wav
136,/Users/georgetzanetakis/data/sound/genres/metal/metal.00080.wav
137,/Users/georgetzanetakis/data/sound/genres/metal/metal.00094.wav
138,/Users/georgetzanetakis/data/sound/genres/metal/metal.00090.wav
139,/Users/georgetzanetakis/data/sound/genres/metal/metal.00084.wav
140,/Users/georgetzanetakis/data/sound/genres/metal/metal.00053.wav
141,/Users/georgetzanetakis/data/sound/genres/metal/metal.00047.wav
142,/Users/georgetzanetakis/data/sound/genres/metal/metal.00046.wav
143,/Users/georgetzanetakis/data/sound/genres/metal/metal.00052.wav
144,/Users/georgetzanetakis/data/sound/genres/metal/metal.00085.wav
145,/Users/georgetzanetakis/data/sound/genres/metal/metal.00091.wav
146,/Users/georgetzanetakis/data/sound/genres/metal/metal.00087.wav
147,/Users/georgetzanetakis/data/sound/genres/metal/metal.00093.wav
148,/Users/georgetzanetakis/data/sound/genres/metal/metal.00044.wav
149,/Users/georgetzanetakis/data/sound/genres/metal/metal.00050.wav
150,/Users/georgetzanetakis/data/sound/genres/metal/metal.00078.wav
151,/Users/georgetzanetakis/data/sound/genres/metal/metal.00079.wav
152,/Users/georgetzanetakis/data/sound/genres/metal/metal.00051.wav
153,/Users/georgetzanetakis/data/sound/genres/metal/metal.00045.wav
154,/Users/georgetzanetakis/data/sound/genres/metal/metal.00092.wav
155,/Users/georgetzanetakis/data/sound/genres/metal/metal.00086.wav
156,/Users/georgetzanetakis/data/sound/genres/metal/metal.00048.wav
157,/Users/georgetzanetakis/data/sound/genres/metal/metal.00060.wav
158,/Users/georgetzanetakis/data/sound/genres/metal/metal.00074.wav
159,/Users/georgetzanetakis/data/sound/genres/metal/metal.00075.wav
160,/Users/georgetzanetakis/data/sound/genres/metal/metal.00061.wav
161,/Users/georgetzanetakis/data/sound/genres/metal/metal.00049.wav
162,/Users/georgetzanetakis/data/sound/genres/metal/metal.00088.wav
163,/Users/georgetzanetakis/data/sound/genres/metal/metal.00077.wav
164,/Users/georgetzanetakis/data/sound/genres/metal/metal.00063.wav
165,/Users/georgetzanetakis/data/sound/genres/metal/metal.00062.wav
166,/Users/georgetzanetakis/data/sound/genres/metal/metal.00076.wav
167,/Users/georgetzanetakis/data/sound/genres/metal/metal.00089.wav
168,/Users/georgetzanetakis/data/sound/genres/metal/metal.00099.wav
169,/Users/georgetzanetakis/data/sound/genres/metal/metal.00072.wav
170,/Users/georgetzanetakis/data/sound/genres/metal/metal.00066.wav
171,/Users/georgetzanetakis/data/sound/genres/metal/metal.00067.wav
172,/Users/georgetzanetakis/data/sound/genres/metal/metal.00073.wav
173,/Users/georgetzanetakis/data/sound/genres/metal/metal.00098.wav
174,/Users/georgetzanetakis/data/sound/genres/metal/metal.00065.wav
175,/Users/georgetzanetakis/data/sound/genres/metal/metal.00071.wav
176,/Users/georgetzanetakis/data/sound/genres/metal/metal.00059.wav
177,/Users/georgetzanetakis/data/sound/genres/metal/metal.00058.wav
178,/Users/georgetzanetakis/data/sound/genres/metal/metal.00070.wav
179,/Users/georgetzanetakis/data/sound/genres/metal/metal.00064.wav
180,/Users/georgetzanetakis/data/sound/genres/metal/metal.00003.wav
181,/Users/georgetzanetakis/data/sound/genres/metal/metal.00017.wav
182,/Users/georgetzanetakis/data/sound/genres/metal/metal.00016.wav
183,/Users/georgetzanetakis/data/sound/genres/metal/metal.00002.wav
184,/Users/georgetzanetakis/data/sound/genres/metal/metal.00028.wav
185,/Users/georgetzanetakis/data/sound/genres/metal/metal.00014.wav
186,/Users/georgetzanetakis/data/sound/genres/metal/metal.00000.wav
187,/Users/georgetzanetakis/data/sound/genres/metal/metal.00001.wav
188,/Users/georgetzanetakis/data/sound/genres/metal/metal.00015.wav
189,/Users/georgetzanetakis/data/sound/genres/metal/metal.00029.wav
190,/Users/georgetzanetakis/data/sound/genres/metal/metal.00011.wav
191,/Users/georgetzanetakis/data/sound/genres/metal/metal.00005.wav
192,/Users/georgetzanetakis/data/sound/genres/metal/metal.00039.wav
193,/Users/georgetzanetakis/data/sound/genres/metal/metal.00038.wav
194,/Users/georgetzanetakis/data/sound/genres/metal/metal.00004.wav
195,/Users/georgetzanetakis/data/sound/genres/metal/metal.00010.wav
196,/Users/georgetzanetakis/data/sound/genres/metal/metal.00006.wav
197,/Users/georgetzanetakis/data/sound/genres/metal/metal.00012.wav
198,/Users/georgetzanetakis/data/sound/genres/metal/metal.00013.wav
199,/Users/georgetzanetakis/data/sound/genres/metal/metal.00007.wav
200,/Users/georgetzanetakis/data/sound/genres/disco/disco.00052.wav
201,/Users/georgetzanetakis/data/sound/genres/disco/disco.00046.wav
202,/Users/georgetzanetakis/data/sound/genres/disco/disco.00091.wav
203,/Users/georgetzanetakis/data/sound/genres/disco/disco.00085.wav
204,/Users/georgetzanetakis/data/sound/genres/disco/disco.00084.wav
205,/Users/georgetzanetakis/data/sound/genres/disco/disco.00090.wav
206,/Users/georgetzanetakis/data/sound/genres/disco/disco.00047.wav
207,/Users/georgetzanetakis/data/sound/genres/disco/disco.00053.wav
208,/Users/georgetzanetakis/data/sound/genres/disco/disco.00045.wav
209,/Users/georgetzanetakis/data/sound/genres/disco/disco.00051.wav
210,/Users/georgetzanetakis/data/sound/genres/disco/disco.00079.wav
211,/Users/georgetzanetakis/data/sound/genres/disco/disco.00086.wav
212,/Users/georgetzanetakis/data/sound/genres/disco/disco.00092.wav
213,/Users/georgetzanetakis/data/sound/genres/disco/disco.00093.wav
214,/Users/georgetzanetakis/data/sound/genres/disco/disco.00087.wav
215,/Users/georgetzanetakis/data/sound/genres/disco/disco.00078.wav
216,/Users/georgetzanetakis/data/sound/genres/disco/disco.00050.wav
217,/Users/georgetzanetakis/data/sound/genres/disco/disco.00044.wav
218,/Users/georgetzanetakis/data/sound/genres/disco/disco.00068.wav
219,/Users/georgetzanetakis/data/sound/genres/disco/disco.00040.wav
220,/Users/georgetzanetakis/data/sound/genres/disco/disco.00054.wav
221,/Users/georgetzanetakis/data/sound/genres/disco/disco.00083.wav
222,/Users/georgetzanetakis/data/sound/genres/disco/disco.00097.wav
223,/Users/georgetzanetakis/data/sound/genres/disco/disco.00096.wav
224,/Users/georgetzanetakis/data/sound/genres/disco/disco.00082.wav
225,/Users/georgetzanetakis/data/sound/genres/disco/disco.00055.wav
226,/Users/georgetzanetakis/data/sound/genres/disco/disco.00041.wav
227,/Users/georgetzanetakis/data/sound/genres/disco/disco.00069.wav
228,/Users/georgetzanetakis/data/sound/genres/disco/disco.00057.wav
229,/Users/georgetzanetakis/data/sound/genres/disco/disco.00043.wav
230,/Users/georgetzanetakis/data/sound/genres/disco/disco.00094.wav
231,/Users/georgetzanetakis/data/sound/genres/disco/disco.00080.wav
232,/Users/georgetzanetakis/data/sound/genres/disco/disco.00081.wav
233,/Users/georgetzanetakis/data/sound/genres/disco/disco.00095.wav
234,/Users/georgetzanetakis/data/sound/genres/disco/disco.00042.wav
235,/Users/georgetzanetakis/data/sound/genres/disco/disco.00056.wav
236,/Users/georgetzanetakis/data/sound/genres/disco/disco.00031.wav
237,/Users/georgetzanetakis/data/sound/genres/disco/disco.00025.wav
238,/Users/georgetzanetakis/data/sound/genres/disco/disco.00019.wav
239,/Users/georgetzanetakis/data/sound/genres/disco/disco.00018.wav
240,/Users/georgetzanetakis/data/sound/genres/disco/disco.00024.wav
241,/Users/georgetzanetakis/data/sound/genres/disco/disco.00030.wav
242,/Users/georgetzanetakis/data/sound/genres/disco/disco.00026.wav
243,/Users/georgetzanetakis/data/sound/genres/disco/disco.00032.wav
244,/Users/georgetzanetakis/data/sound/genres/disco/disco.00033.wav
245,/Users/georgetzanetakis/data/sound/genres/disco/disco.00027.wav
246,/Users/georgetzanetakis/data/sound/genres/disco/disco.00023.wav
247,/Users/georgetzanetakis/data/sound/genres/disco/disco.00037.wav
248,/Users/georgetzanetakis/data/sound/genres/disco/disco.00036.wav
249,/Users/georgetzanetakis/data/sound/genres/disco/disco.00022.wav
250,/Users/georgetzanetakis/data/sound/genres/disco/disco.00008.wav
251,/Users/georgetzanetakis/data/sound/genres/disco/disco.00034.wav
252,/Users/georgetzanetakis/data/sound/genres/disco/disco.00020.wav
253,/Users/georgetzanetakis/data/sound/genres/disco/disco.00021.wav
254,/Users/georgetzanetakis/data/sound/genres/disco/disco.00035.wav
255,/Users/georgetzanetakis/data/sound/genres/disco/disco.00009.wav
256,/Users/georgetzanetakis/data/sound/genres/disco/disco.00010.wav
257,/Users/georgetzanetakis/data/sound/genres/disco/disco.00004.wav
258,/Users/georgetzanetakis/data/sound/genres/disco/disco.00038.wav
259,/Users/georgetzanetakis/data/sound/genres/disco/disco.00039.wav
260,/Users/georgetzanetakis/data/sound/genres/disco/disco.00005.wav
261,/Users/georgetzanetakis/data/sound/genres/disco/disco.00011.wav
262,/Users/georgetzanetakis/data/sound/genres/disco/disco.00007.wav
263,/Users/georgetzanetakis/data/sound/genres/disco/disco.00013.wav
264,/Users/georgetzanetakis/data/sound/genres/disco/disco.00012.wav
265,/Users/georgetzanetakis/data/sound/genres/disco/disco.00006.wav
266,/Users/georgetzanetakis/data/sound/genres/disco/disco.00002.wav
267,/Users/georgetzanetakis/data/sound/genres/disco/disco.00016.wav
268,/Users/georgetzanetakis/data/sound/genres/disco/disco.00017.wav
269,/Users/georgetzanetakis/data/sound/genres/disco/disco.00003.wav
270,/Users/georgetzanetakis/data/sound/genres/disco/disco.00029.wav
271,/Users/georgetzanetakis/data/sound/genres/disco/disco.00015.wav
272,/Users/georgetzanetakis/data/sound/genres/disco/disco.00001.wav
273,/Users/georgetzanetakis/data/sound/genres/disco/disco.00000.wav
274,/Users/georgetzanetakis/data/sound/genres/disco/disco.00014.wav
275,/Users/georgetzanetakis/data/sound/genres/disco/disco.00028.wav
276,/Users/georgetzanetakis/data/sound/genres/disco/disco.00073.wav
277,/Users/georgetzanetakis/data/sound/genres/disco/disco.00067.wav
278,/Users/georgetzanetakis/data/sound/genres/disco/disco.00098.wav
279,/Users/georgetzanetakis/data/sound/genres/disco/disco.00099.wav
280,/Users/georgetzanetakis/data/sound/genres/disco/disco.00066.wav
281,/Users/georgetzanetakis/data/sound/genres/disco/disco.00072.wav
282,/Users/georgetzanetakis/data/sound/genres/disco/disco.00064.wav
283,/Users/georgetzanetakis/data/sound/genres/disco/disco.00070.wav
284,/Users/georgetzanetakis/data/sound/genres/disco/disco.00058.wav
285,/Users/georgetzanetakis/data/sound/genres/disco/disco.00059.wav
286,/Users/georgetzanetakis/data/sound/genres/disco/disco.00071.wav
287,/Users/georgetzanetakis/data/sound/genres/disco/disco.00065.wav
288,/Users/georgetzanetakis/data/sound/genres/disco/disco.00049.wav
289,/Users/georgetzanetakis/data/sound/genres/disco/disco.00061.wav
290,/Users/georgetzanetakis/data/sound/genres/disco/disco.00075.wav
291,/Users/georgetzanetakis/data/sound/genres/disco/disco.00074.wav
292,/Users/georgetzanetakis/data/sound/genres/disco/disco.00060.wav
293,/Users/georgetzanetakis/data/sound/genres/disco/disco.00048.wav
294,/Users/georgetzanetakis/data/sound/genres/disco/disco.00076.wav
295,/Users/georgetzanetakis/data/sound/genres/disco/disco.00062.wav
296,/Users/georgetzanetakis/data/sound/genres/disco/disco.00089.wav
297,/Users/georgetzanetakis/data/sound/genres/disco/disco.00088.wav
298,/Users/georgetzanetakis/data/sound/genres/disco/disco.00063.wav
299,/Users/georgetzanetakis/data/sound/genres/disco/disco.00077.wav
300,/Users/georgetzanetakis/data/sound/genres/blues/blues.00093.wav
301,/Users/georgetzanetakis/data/sound/genres/blues/blues.00087.wav
302,/Users/georgetzanetakis/data/sound/genres/blues/blues.00050.wav
303,/Users/georgetzanetakis/data/sound/genres/blues/blues.00044.wav
304,/Users/georgetzanetakis/data/sound/genres/blues/blues.00078.wav
305,/Users/georgetzanetakis/data/sound/genres/blues/blues.00079.wav
306,/Users/georgetzanetakis/data/sound/genres/blues/blues.00045.wav
307,/Users/georgetzanetakis/data/sound/genres/blues/blues.00051.wav
308,/Users/georgetzanetakis/data/sound/genres/blues/blues.00086.wav
309,/Users/georgetzanetakis/data/sound/genres/blues/blues.00092.wav
310,/Users/georgetzanetakis/data/sound/genres/blues/blues.00084.wav
311,/Users/georgetzanetakis/data/sound/genres/blues/blues.00090.wav
312,/Users/georgetzanetakis/data/sound/genres/blues/blues.00047.wav
313,/Users/georgetzanetakis/data/sound/genres/blues/blues.00053.wav
314,/Users/georgetzanetakis/data/sound/genres/blues/blues.00052.wav
315,/Users/georgetzanetakis/data/sound/genres/blues/blues.00046.wav
316,/Users/georgetzanetakis/data/sound/genres/blues/blues.00091.wav
317,/Users/georgetzanetakis/data/sound/genres/blues/blues.00085.wav
318,/Users/georgetzanetakis/data/sound/genres/blues/blues.00081.wav
319,/Users/georgetzanetakis/data/sound/genres/blues/blues.00095.wav
320,/Users/georgetzanetakis/data/sound/genres/blues/blues.00042.wav
321,/Users/georgetzanetakis/data/sound/genres/blues/blues.00056.wav
322,/Users/georgetzanetakis/data/sound/genres/blues/blues.00057.wav
323,/Users/georgetzanetakis/data/sound/genres/blues/blues.00043.wav
324,/Users/georgetzanetakis/data/sound/genres/blues/blues.00094.wav
325,/Users/georgetzanetakis/data/sound/genres/blues/blues.00080.wav
326,/Users/georgetzanetakis/data/sound/genres/blues/blues.00096.wav
327,/Users/georgetzanetakis/data/sound/genres/blues/blues.00082.wav
328,/Users/georgetzanetakis/data/sound/genres/blues/blues.00069.wav
329,/Users/georgetzanetakis/data/sound/genres/blues/blues.00055.wav
330,/Users/georgetzanetakis/data/sound/genres/blues/blues.00041.wav
331,/Users/georgetzanetakis/data/sound/genres/blues/blues.00040.wav
332,/Users/georgetzanetakis/data/sound/genres/blues/blues.00054.wav
333,/Users/georgetzanetakis/data/sound/genres/blues/blues.00068.wav
334,/Users/georgetzanetakis/data/sound/genres/blues/blues.00083.wav
335,/Users/georgetzanetakis/data/sound/genres/blues/blues.00097.wav
336,/Users/georgetzanetakis/data/sound/genres/blues/blues.00033.wav
337,/Users/georgetzanetakis/data/sound/genres/blues/blues.00027.wav
338,/Users/georgetzanetakis/data/sound/genres/blues/blues.00026.wav
339,/Users/georgetzanetakis/data/sound/genres/blues/blues.00032.wav
340,/Users/georgetzanetakis/data/sound/genres/blues/blues.00024.wav
341,/Users/georgetzanetakis/data/sound/genres/blues/blues.00030.wav
342,/Users/georgetzanetakis/data/sound/genres/blues/blues.00018.wav
343,/Users/georgetzanetakis/data/sound/genres/blues/blues.00019.wav
